,person_id,person_url,filepath,disclosure_year,notes,date_created,date_modified,type,agreement_id,agree_date_raw,parties_and_terms,agree_redacted,gift_id,gift_source,gift_description,gift_value,gift_redacted,investment_id,inv_description,inv_redacted,income_during_reporting_period_code,income_during_reporting_period_type,gross_value_code,gross_value_method,transaction_during_reporting_period,transaction_date_raw,transaction_date,transaction_value_code,transaction_gain_code,transaction_partner,inv_has_inferred_values,non_investment_income_id,non_inv_date_raw,non_inv_source_type,non_inv_income_amount,non_inv_redacted,position_id,position,organization_name,position_redacted,reimbursement_id,reimb_source,reimb_location,reimb_purpose,items_paid_or_provided,reimb_redacted,spouse_income_id,sp_inc_source_type,sp_inc_date_raw,sp_inc_redacted
228732,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742077.0,TCW Galileo Select Equities Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228733,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742078.0,Firsthand Technology Value Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228734,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742079.0,FMI Focus Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228735,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742080.0,PMCO (frmlyDresdner) RCM Global Technology Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228736,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742081.0,Gabelli Growth Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228737,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742082.0,Managers Bond Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228738,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742083.0,PBHG Large Cap Growth Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228739,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742084.0,Schwab Money Market Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228740,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742085.0,NEE 401 (x) Plar,False,A,Int/Div,K,T,,,,,,,False,,,,,,,,,,,,,,,,,,,
228741,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742086.0,Manulife Money Mkt Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228742,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742087.0,Manulife Equity Income Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228743,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742088.0,Manulife Quantitative Equity Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228744,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742089.0,Manulife Emerg Sml Co Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228745,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742090.0,Manulife US Govt Secs Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228746,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742091.0,Manulife Strategic Bond Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228747,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742092.0,Manulife Intl Stock Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228748,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742093.0,Manulife All Cap Growth Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228749,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742094.0,Manulife Aggressive Growth Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228750,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742095.0,Manuhfe Intemet Technologies Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228751,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742096.0,J Profit Sharing Pla Sharing Pla,False,A,Int/Div,,T,,,,,,,False,,,,,,,,,,,,,,,,,,,
228752,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742097.0,Estate (distributed 2003),False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228753,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742098.0,GreenPoint Bank Certificate of Deposit,False,,,,,n,,,K,D,,False,,,,,,,,,,,,,,,,,,,
228754,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742099.0,Republic Natl Bank Money Mkt Account (closed 2002),False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228755,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742100.0,Equitable Vanable Life,False,B,Int/Div,K,T,,,,,,,False,,,,,,,,,,,,,,,,,,,
228756,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742101.0,EQ/Aggressive Stock Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228757,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742102.0,EQ/Alliance Common Stock Fund,False,,,,,Buy,,,J,,,False,,,,,,,,,,,,,,,,,,,
228758,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742103.0,EQ/Alliance international Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228759,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,investment,,,,,,,,,,4742104.0,EQ/Alliance Money Market Fund,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
228760,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,non_investment_income,,,,,,,,,,,,,,,,,,,,,,,,37619.0,2003,Suffolk University Law School - approved teaching fee and cash travel exp. Reimbursement,"3,185.25",False,,,,,,,,,,,,,,
228761,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86174.0,Board Member,"Episcopal Chanties, Inc. (terminated 2003)",False,,,,,,,,,,
228762,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86175.0,Board Member,Coalition for Consumer Bankruptcy Debtor Education,False,,,,,,,,,,
228763,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,reimbursement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89838.0,National Conference of Bankruptcy Judges,,,"Transportation, lodging and food in connection with participation as speaker in annual educational pgrm 10/15/03-10/18/03 in San Diego, CA",False,,,,
228764,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,reimbursement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89839.0,Suffolk University Law School,,,"Transportation, lodging and food in comection with presentation of lecture 4/9/03 - 4/11/03 in Boston, MA",False,,,,
228765,3144,https://www.courtlistener.com/api/rest/v4/people/3144/,https://storage.courtlistener.com/us/federal/judicial/financial-disclosures/3144/laura-taylor-swain-disclosure.2003.pdf,2003,"(Part VII, line 29) The investments of this profit sharing plan are not participant-directed and the positions held by the plan are not reported in the

statements issued $0 participants.

(Part VI, line 32) This money market account was closed, and the proceeds distributed to beneficiaries of the estate, on May 6, 2002. The value code for

the transaction was L.",2021-02-09,2021-02-09,reimbursement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89840.0,George Mason Univ. Law & Econ. Ctr,,,"Transportation, lodging and food in connection with seminar 3/6/03-3/9/03 in La Jolla, CA",False,,,,
