id,name_first,name_middle,name_last,political_affiliations,race,position_url,position_type,job_title,sector,organization,date_nominated,date_start,date_termination,court_resource_url,court_id,court_short_name,court_full_name,court_url
16225,Linda,W.Y.,Coburn,,,https://www.courtlistener.com/api/rest/v3/positions/52627/,jud,,,,2021-01-11,,,https://www.courtlistener.com/api/rest/v3/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16224,Bill,A,Bowman,,,https://www.courtlistener.com/api/rest/v3/positions/52626/,jud,,,,2020-01-24,,,https://www.courtlistener.com/api/rest/v3/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16223,Cecily,,Hazelrigg-Hernandez,,,https://www.courtlistener.com/api/rest/v3/positions/52625/,jud,,,,2019-01-14,,,https://www.courtlistener.com/api/rest/v3/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16222,David,S,Mann,,,https://www.courtlistener.com/api/rest/v3/positions/52624/,jud,,,,2016-08-16,,,https://www.courtlistener.com/api/rest/v3/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16221,Lori,K,Smith,,,https://www.courtlistener.com/api/rest/v3/positions/52623/,jud,,,,2018-08-01,,,https://www.courtlistener.com/api/rest/v3/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16220,Beth,M,Andrus,,w,https://www.courtlistener.com/api/rest/v3/positions/52622/,jud,,,,2018-06-01,,,https://www.courtlistener.com/api/rest/v3/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16219,Grace,Helen,Whitener,,b,https://www.courtlistener.com/api/rest/v3/positions/52621/,ass-jus,,,,,2020-04-13,,https://www.courtlistener.com/api/rest/v3/courts/wash/,wash,Washington Supreme Court,Washington Supreme Court,https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/
16218,Raquel,Devahl,Montoya-Lewis,,p,https://www.courtlistener.com/api/rest/v3/positions/52620/,ass-jus,,,,2019-12-01,2020-01-06,,https://www.courtlistener.com/api/rest/v3/courts/wash/,wash,Washington Supreme Court,Washington Supreme Court,https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/
16217,Mary,Isabel,Yu,,a,https://www.courtlistener.com/api/rest/v3/positions/52619/,ass-jus,,,,,2014-05-29,,https://www.courtlistener.com/api/rest/v3/courts/wash/,wash,Washington Supreme Court,Washington Supreme Court,https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/
16216,Toby,J,Heytens,,w,https://www.courtlistener.com/api/rest/v3/positions/52618/,jud,,,,2021-07-13,2021-11-02,,https://www.courtlistener.com/api/rest/v3/courts/ca4/,ca4,Fourth Circuit,Court of Appeals for the Fourth Circuit,http://www.ca4.uscourts.gov/
605,Julianna,Michelle,Childs,d,b,https://www.courtlistener.com/api/rest/v3/positions/3600/,jud,,,,2022-01-10,2022-07-25,,https://www.courtlistener.com/api/rest/v3/courts/cadc/,cadc,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/
605,Julianna,Michelle,Childs,d,b,https://www.courtlistener.com/api/rest/v3/positions/3601/,jud,,,,2022-01-10,2022-07-25,,https://www.courtlistener.com/api/rest/v3/courts/cadc/,cadc,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/
605,Julianna,Michelle,Childs,d,b,https://www.courtlistener.com/api/rest/v3/positions/3602/,jud,,,,2022-01-10,2022-07-25,,https://www.courtlistener.com/api/rest/v3/courts/cadc/,cadc,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/
605,Julianna,Michelle,Childs,d,b,https://www.courtlistener.com/api/rest/v3/positions/3603/,jud,,,,2022-01-10,2022-07-25,,https://www.courtlistener.com/api/rest/v3/courts/cadc/,cadc,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/
605,Julianna,Michelle,Childs,d,b,https://www.courtlistener.com/api/rest/v3/positions/3599/,jud,,,,2022-01-10,2022-07-25,,https://www.courtlistener.com/api/rest/v3/courts/cadc/,cadc,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/
605,Julianna,Michelle,Childs,d,b,https://www.courtlistener.com/api/rest/v3/positions/52617/,jud,,,,2022-01-10,2022-07-25,,https://www.courtlistener.com/api/rest/v3/courts/cadc/,cadc,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/
16215,John,D,Roberts,,,https://www.courtlistener.com/api/rest/v3/positions/52616/,jud,,,,,,2010-01-01,https://www.courtlistener.com/api/rest/v3/courts/akd/,akd,D. Alaska,"District Court, D. Alaska",http://www.akd.uscourts.gov/
16214,Wayne,R,Douglas,,w,https://www.courtlistener.com/api/rest/v3/positions/52615/,ass-jus,,,,2023-02-01,2023-03-10,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16213,Shaterra,Reed,Marion,,b,https://www.courtlistener.com/api/rest/v3/positions/52614/,jud,,,,,2022-10-01,,https://www.courtlistener.com/api/rest/v3/courts/tennworkcompcl/,tennworkcompcl,Tennessee Court of Workers' Comp. Claims,Tennessee Court of Workers' Compensation Claims,https://www.tn.gov/workforce/injuries-at-work/bureau-services/bureau-services/court-of-wc-claims.html
16212,Thomas,E.,Humphrey,,w,https://www.courtlistener.com/api/rest/v3/positions/52613/,ret-act-jus,,,,,2021-06-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16211,Rick,E.,Lawrence,,b,https://www.courtlistener.com/api/rest/v3/positions/52612/,ass-jus,,,,,2022-05-04,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16210,Catherine,R.,Connors,,w,https://www.courtlistener.com/api/rest/v3/positions/52611/,ass-jus,,,,,2020-02-04,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16209,Andrew,M.,Horton,,w,https://www.courtlistener.com/api/rest/v3/positions/52610/,ass-jus,,,,,2020-02-04,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16208,Valerie,,Stanfill,,w,https://www.courtlistener.com/api/rest/v3/positions/52609/,c-jus,,,,,2021-06-08,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4622,Jeffrey,L.,Hjelm,,,https://www.courtlistener.com/api/rest/v3/positions/52608/,ret-act-jus,,,,,2020-02-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4622,Jeffrey,L.,Hjelm,,,https://www.courtlistener.com/api/rest/v3/positions/25142/,ret-act-jus,,,,,2020-02-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4622,Jeffrey,L.,Hjelm,,,https://www.courtlistener.com/api/rest/v3/positions/25143/,ret-act-jus,,,,,2020-02-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4622,Jeffrey,L.,Hjelm,,,https://www.courtlistener.com/api/rest/v3/positions/25141/,ret-act-jus,,,,,2020-02-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4611,Robert,W.,Clifford,d,,https://www.courtlistener.com/api/rest/v3/positions/25102/,ret-act-jus,,,,,2009-09-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4611,Robert,W.,Clifford,d,,https://www.courtlistener.com/api/rest/v3/positions/52607/,ret-act-jus,,,,,2009-09-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4611,Robert,W.,Clifford,d,,https://www.courtlistener.com/api/rest/v3/positions/25103/,ret-act-jus,,,,,2009-09-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4611,Robert,W.,Clifford,d,,https://www.courtlistener.com/api/rest/v3/positions/25104/,ret-act-jus,,,,,2009-09-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4611,Robert,W.,Clifford,d,,https://www.courtlistener.com/api/rest/v3/positions/25105/,ret-act-jus,,,,,2009-09-01,,https://www.courtlistener.com/api/rest/v3/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52604/,prac,,1,,,1990-01-01,1999-10-01,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52605/,prac,,1,,,1990-01-01,1999-10-01,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52606/,prac,,1,,,1990-01-01,1999-10-01,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52604/,,"Court Chief, Child Protective Services Unit",2,Tarrant County Criminal District Attorney,,1999-10-01,2015-01-01,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52605/,,"Court Chief, Child Protective Services Unit",2,Tarrant County Criminal District Attorney,,1999-10-01,2015-01-01,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52606/,,"Court Chief, Child Protective Services Unit",2,Tarrant County Criminal District Attorney,,1999-10-01,2015-01-01,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52604/,ass-jud,,2,,,2015-01-01,2018-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct324/,texdistct324,Tex. 323rd Jud. Dist. Ct.,Texas 323rd Judicial District Court,https://www.tarrantcounty.com/en/juvenile-courts/323rd-district-court.html
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52605/,ass-jud,,2,,,2015-01-01,2018-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct324/,texdistct324,Tex. 323rd Jud. Dist. Ct.,Texas 323rd Judicial District Court,https://www.tarrantcounty.com/en/juvenile-courts/323rd-district-court.html
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v3/positions/52606/,ass-jud,,2,,,2015-01-01,2018-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct324/,texdistct324,Tex. 323rd Jud. Dist. Ct.,Texas 323rd Judicial District Court,https://www.tarrantcounty.com/en/juvenile-courts/323rd-district-court.html
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52601/,jud,,2,,,1959-09-10,1984-01-30,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52602/,jud,,2,,,1959-09-10,1984-01-30,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52603/,jud,,2,,,1959-09-10,1984-01-30,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52601/,c-jud,,2,,,1967-01-01,1980-01-01,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52602/,c-jud,,2,,,1967-01-01,1980-01-01,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52603/,c-jud,,2,,,1967-01-01,1980-01-01,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52601/,ret-senior-jud,,2,,,1984-01-30,2000-06-19,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52602/,ret-senior-jud,,2,,,1984-01-30,2000-06-19,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v3/positions/52603/,ret-senior-jud,,2,,,1984-01-30,2000-06-19,https://www.courtlistener.com/api/rest/v3/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52597/,jud,,2,,,2011-01-01,2014-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52598/,jud,,2,,,2011-01-01,2014-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52599/,jud,,2,,,2011-01-01,2014-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52596/,jud,,2,,,2011-01-01,2014-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52600/,jud,,2,,,2011-01-01,2014-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52597/,ada,,2,Dallas County District Attorney's Office,,1989-01-01,1993-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52598/,ada,,2,Dallas County District Attorney's Office,,1989-01-01,1993-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52599/,ada,,2,Dallas County District Attorney's Office,,1989-01-01,1993-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52596/,ada,,2,Dallas County District Attorney's Office,,1989-01-01,1993-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52600/,ada,,2,Dallas County District Attorney's Office,,1989-01-01,1993-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52597/,prac,,1,Private Practice,,1997-01-01,2006-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52598/,prac,,1,Private Practice,,1997-01-01,2006-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52599/,prac,,1,Private Practice,,1997-01-01,2006-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52596/,prac,,1,Private Practice,,1997-01-01,2006-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52600/,prac,,1,Private Practice,,1997-01-01,2006-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52597/,prac,,1,Hockett Mediation,,1993-01-01,1997-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52598/,prac,,1,Hockett Mediation,,1993-01-01,1997-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52599/,prac,,1,Hockett Mediation,,1993-01-01,1997-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52596/,prac,,1,Hockett Mediation,,1993-01-01,1997-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52600/,prac,,1,Hockett Mediation,,1993-01-01,1997-01-01,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52597/,jud,,2,,,2007-01-01,2010-01-01,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52598/,jud,,2,,,2007-01-01,2010-01-01,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52599/,jud,,2,,,2007-01-01,2010-01-01,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52596/,jud,,2,,,2007-01-01,2010-01-01,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v3/positions/52600/,jud,,2,,,2007-01-01,2010-01-01,https://www.courtlistener.com/api/rest/v3/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52592/,att-gen-ass,,2,Office of the State of Texas Attorney General,,2011-01-01,2014-01-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52593/,att-gen-ass,,2,Office of the State of Texas Attorney General,,2011-01-01,2014-01-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52594/,att-gen-ass,,2,Office of the State of Texas Attorney General,,2011-01-01,2014-01-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52595/,att-gen-ass,,2,Office of the State of Texas Attorney General,,2011-01-01,2014-01-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52592/,,First Assistant District Attorney,2,Hale County District Attorney's Office,,2015-02-02,2018-12-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52593/,,First Assistant District Attorney,2,Hale County District Attorney's Office,,2015-02-02,2018-12-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52594/,,First Assistant District Attorney,2,Hale County District Attorney's Office,,2015-02-02,2018-12-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52595/,,First Assistant District Attorney,2,Hale County District Attorney's Office,,2015-02-02,2018-12-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52592/,ada,,2,Hale County District Attorney's Office,,2007-05-07,2011-06-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52593/,ada,,2,Hale County District Attorney's Office,,2007-05-07,2011-06-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52594/,ada,,2,Hale County District Attorney's Office,,2007-05-07,2011-06-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52595/,ada,,2,Hale County District Attorney's Office,,2007-05-07,2011-06-01,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52592/,pres-jud,,2,,,2019-01-01,2022-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct65/,texdistct65,Tex. 64th Jud. Dist. Ct.,Texas 64th Judicial District Court,http://www.halecounty.org
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52593/,pres-jud,,2,,,2019-01-01,2022-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct65/,texdistct65,Tex. 64th Jud. Dist. Ct.,Texas 64th Judicial District Court,http://www.halecounty.org
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52594/,pres-jud,,2,,,2019-01-01,2022-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct65/,texdistct65,Tex. 64th Jud. Dist. Ct.,Texas 64th Judicial District Court,http://www.halecounty.org
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v3/positions/52595/,pres-jud,,2,,,2019-01-01,2022-12-31,https://www.courtlistener.com/api/rest/v3/courts/texdistct65/,texdistct65,Tex. 64th Jud. Dist. Ct.,Texas 64th Judicial District Court,http://www.halecounty.org
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v3/positions/52583/,,Director,,"Net Integrated Services, Inc.",,1997-01-01,1998-01-01,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v3/positions/52584/,,Director,,"Net Integrated Services, Inc.",,1997-01-01,1998-01-01,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v3/positions/52586/,,Director,,"Net Integrated Services, Inc.",,1997-01-01,1998-01-01,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v3/positions/52585/,,Director,,"Net Integrated Services, Inc.",,1997-01-01,1998-01-01,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v3/positions/52587/,,Director,,"Net Integrated Services, Inc.",,1997-01-01,1998-01-01,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v3/positions/52588/,,Director,,"Net Integrated Services, Inc.",,1997-01-01,1998-01-01,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v3/positions/52589/,,Director,,"Net Integrated Services, Inc.",,1997-01-01,1998-01-01,,,,,
